24.0,24.0,24.0,57.0,57.0,57.0,24.0,23.0,24.0,54.0,53.0,53.0,30.0,29.0,30.0,22.0,22.0,23.0,37.0,36.0,37.0,25.0,27.0,25.0,-2.0411484241485596,-1.358939290046692,1.0556057691574097,1.391938328742981,0.25699156522750854,0.549663245677948,0.11203031241893768,0.6018614768981934,1.4373773336410522,1.1505377292633057,0.0
41.0,38.0,203.0,203.0,39.0,208.0,174.0,177.0,55.0,139.0,67.0,217.0,108.0,91.0,228.0,166.0,47.0,141.0,35.0,28.0,223.0,191.0,66.0,138.0,0.914886474609375,-0.35191744565963745,0.9318023324012756,1.5469905138015747,-0.20467257499694824,-1.0000733137130737,1.4087637662887573,2.0760903358459473,-1.4031054973602295,1.4859635829925537,1.0
33.0,35.0,34.0,138.0,147.0,144.0,33.0,32.0,32.0,34.0,33.0,33.0,7.0,7.0,7.0,28.0,29.0,27.0,20.0,19.0,20.0,230.0,236.0,228.0,1.5397433042526245,1.3386861085891724,1.4872589111328125,0.7473652958869934,-1.2035083770751953,-0.41265419125556946,1.275321364402771,-0.9615030288696289,1.2107914686203003,1.566957950592041,2.0
52.0,26.0,7.0,37.0,249.0,39.0,254.0,83.0,255.0,34.0,246.0,4.0,232.0,15.0,1.0,64.0,231.0,7.0,247.0,77.0,118.0,53.0,212.0,16.0,2.2458081245422363,0.12677177786827087,0.8912851810455322,-0.8904663324356079,-0.45870816707611084,-0.6100971698760986,0.9749622941017151,0.04680205509066582,-1.3140723705291748,0.5377810597419739,3.0
30.0,29.0,30.0,47.0,43.0,46.0,51.0,49.0,51.0,45.0,44.0,45.0,49.0,48.0,50.0,46.0,44.0,45.0,39.0,38.0,40.0,48.0,47.0,47.0,-0.6607299447059631,0.3455825746059418,-0.025188013911247253,-0.6061169505119324,-0.11681016534566879,1.242323637008667,1.1414588689804077,1.0775169134140015,-2.58493971824646,2.024693489074707,4.0
81.0,79.0,88.0,122.0,117.0,128.0,65.0,62.0,69.0,122.0,119.0,127.0,127.0,126.0,135.0,122.0,118.0,128.0,119.0,117.0,125.0,121.0,117.0,127.0,-1.2150527238845825,0.3449997305870056,-0.7822909951210022,0.5050862431526184,0.5952305197715759,1.6104170083999634,0.3181406259536743,1.0017220973968506,0.3526037335395813,0.6520140767097473,5.0
145.0,134.0,72.0,162.0,158.0,52.0,146.0,135.0,61.0,143.0,146.0,71.0,156.0,135.0,71.0,115.0,171.0,131.0,150.0,147.0,73.0,94.0,108.0,52.0,0.21255308389663696,-0.7052288055419922,0.5093677043914795,-1.0471012592315674,0.9237722158432007,1.1461530923843384,-1.0375022888183594,0.6270182728767395,0.1706237643957138,-0.18052086234092712,6.0
164.0,165.0,168.0,122.0,121.0,124.0,110.0,113.0,113.0,101.0,104.0,108.0,221.0,221.0,223.0,115.0,115.0,116.0,97.0,99.0,105.0,161.0,158.0,156.0,-2.65432071685791,-0.9039953947067261,-1.1519700288772583,0.1512165069580078,1.1918394565582275,-2.211881399154663,-1.477561593055725,-0.37061381340026855,-1.076216459274292,1.1252291202545166,7.0
212.0,181.0,75.0,221.0,173.0,70.0,218.0,173.0,73.0,215.0,175.0,69.0,221.0,184.0,90.0,221.0,181.0,77.0,213.0,164.0,75.0,229.0,173.0,73.0,-0.9910629391670227,0.33027076721191406,0.552162230014801,-0.17206650972366333,-0.5208229422569275,0.23463429510593414,1.508609414100647,0.0323573499917984,-0.5989693999290466,-0.008868341334164143,8.0
229.0,117.0,199.0,101.0,133.0,222.0,236.0,199.0,230.0,110.0,213.0,160.0,174.0,214.0,84.0,133.0,215.0,167.0,204.0,173.0,137.0,130.0,215.0,168.0,-0.21111050248146057,1.0415420532226562,-0.9726079106330872,-0.15195095539093018,1.0146405696868896,0.9378410577774048,0.2647589147090912,0.7684052586555481,-1.366513967514038,0.5927127003669739,9.0
