127.0,133.0,127.0,140.0,147.0,140.0,174.0,181.0,174.0,96.0,101.0,96.0,124.0,130.0,125.0,167.0,172.0,168.0,70.0,74.0,70.0,84.0,87.0,85.0,-2.0411484241485596,-1.358939290046692,1.0556057691574097,1.391938328742981,0.25699156522750854,0.549663245677948,0.11203031241893768,0.6018614768981934,1.4373773336410522,1.1505377292633057,0.0
110.0,120.0,43.0,71.0,110.0,33.0,99.0,125.0,45.0,86.0,120.0,42.0,88.0,102.0,27.0,46.0,200.0,144.0,114.0,109.0,27.0,50.0,80.0,26.0,0.914886474609375,-0.35191744565963745,0.9318023324012756,1.5469905138015747,-0.20467257499694824,-1.0000733137130737,1.4087637662887573,2.0760903358459473,-1.4031054973602295,1.4859635829925537,1.0
58.0,57.0,58.0,59.0,61.0,62.0,63.0,64.0,64.0,43.0,44.0,44.0,136.0,136.0,137.0,133.0,134.0,130.0,60.0,60.0,60.0,136.0,136.0,136.0,1.5397433042526245,1.3386861085891724,1.4872589111328125,0.7473652958869934,-1.2035083770751953,-0.41265419125556946,1.275321364402771,-0.9615030288696289,1.2107914686203003,1.566957950592041,2.0
61.0,170.0,31.0,164.0,176.0,45.0,91.0,122.0,121.0,49.0,122.0,62.0,67.0,60.0,163.0,15.0,120.0,74.0,44.0,163.0,55.0,179.0,112.0,19.0,2.2458081245422363,0.12677177786827087,0.8912851810455322,-0.8904663324356079,-0.45870816707611084,-0.6100971698760986,0.9749622941017151,0.04680205509066582,-1.3140723705291748,0.5377810597419739,3.0
122.0,103.0,109.0,47.0,38.0,41.0,49.0,39.0,42.0,44.0,36.0,38.0,93.0,77.0,80.0,45.0,35.0,37.0,93.0,76.0,80.0,46.0,36.0,39.0,-0.6607299447059631,0.3455825746059418,-0.025188013911247253,-0.6061169505119324,-0.11681016534566879,1.242323637008667,1.1414588689804077,1.0775169134140015,-2.58493971824646,2.024693489074707,4.0
118.0,123.0,124.0,151.0,157.0,160.0,145.0,150.0,153.0,183.0,187.0,187.0,130.0,133.0,137.0,182.0,187.0,188.0,127.0,133.0,134.0,183.0,187.0,189.0,-1.2150527238845825,0.3449997305870056,-0.7822909951210022,0.5050862431526184,0.5952305197715759,1.6104170083999634,0.3181406259536743,1.0017220973968506,0.3526037335395813,0.6520140767097473,5.0
203.0,207.0,163.0,210.0,229.0,164.0,204.0,240.0,228.0,243.0,251.0,234.0,224.0,232.0,127.0,245.0,253.0,229.0,219.0,214.0,224.0,244.0,254.0,237.0,0.21255308389663696,-0.7052288055419922,0.5093677043914795,-1.0471012592315674,0.9237722158432007,1.1461530923843384,-1.0375022888183594,0.6270182728767395,0.1706237643957138,-0.18052086234092712,6.0
170.0,168.0,169.0,130.0,133.0,133.0,123.0,126.0,123.0,209.0,210.0,208.0,145.0,146.0,143.0,200.0,203.0,200.0,178.0,180.0,179.0,209.0,212.0,209.0,-2.65432071685791,-0.9039953947067261,-1.1519700288772583,0.1512165069580078,1.1918394565582275,-2.211881399154663,-1.477561593055725,-0.37061381340026855,-1.076216459274292,1.1252291202545166,7.0
18.0,18.0,22.0,8.0,43.0,55.0,10.0,38.0,51.0,7.0,39.0,55.0,16.0,33.0,66.0,7.0,40.0,58.0,23.0,29.0,54.0,8.0,39.0,56.0,-0.9910629391670227,0.33027076721191406,0.552162230014801,-0.17206650972366333,-0.5208229422569275,0.23463429510593414,1.508609414100647,0.0323573499917984,-0.5989693999290466,-0.008868341334164143,8.0
100.0,207.0,92.0,39.0,60.0,23.0,56.0,178.0,51.0,156.0,220.0,190.0,28.0,244.0,198.0,110.0,210.0,133.0,133.0,113.0,173.0,104.0,217.0,155.0,-0.21111050248146057,1.0415420532226562,-0.9726079106330872,-0.15195095539093018,1.0146405696868896,0.9378410577774048,0.2647589147090912,0.7684052586555481,-1.366513967514038,0.5927127003669739,9.0
